Station Name,BURLINGTON PIERS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.8,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,77.4,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,6151061,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71437,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WWB,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2008/3/19,2008,3,19,,5.1,,2.5,,3.8,,14.2,,0,,,M,,M,,M,,,,,<31,
2008/3/20,2008,3,20,,3,,-1.2,,0.9,,17.1,,0,,,M,,M,,M,,,30,E,50,E
2008/3/21,2008,3,21,,1,,-3.3,,-1.2,,19.2,,0,,,M,,M,,M,,,,,<31,
2008/3/22,2008,3,22,,2.1,,-5.1,,-1.5,,19.5,,0,,,M,,M,,M,,,,,<31,
2008/3/23,2008,3,23,,1.6,,-4.2,,-1.3,,19.3,,0,,,M,,M,,M,,,,,<31,
2008/3/24,2008,3,24,,0.8,,-5,,-2.1,,20.1,,0,,,M,,M,,M,,,,,<31,
2008/3/25,2008,3,25,,5.3,,-3.6,,0.9,,17.1,,0,,,M,,M,,M,,,21,E,50,E
2008/3/26,2008,3,26,,5.9,,0.9,,3.4,,14.6,,0,,,M,,M,,M,,,,,<31,
2008/3/27,2008,3,27,,3.2,,-0.6,,1.3,,16.7,,0,,,M,,M,,M,,,,,<31,
2008/3/28,2008,3,28,,3.9,,-2.1,,0.9,,17.1,,0,,,M,,M,,M,,,,,<31,
2008/3/29,2008,3,29,,1.5,,-3,,-0.8,,18.8,,0,,,M,,M,,M,,,,,<31,
2008/3/30,2008,3,30,,2.9,,-0.7,,1.1,,16.9,,0,,,M,,M,,M,,,,,<31,
2008/3/31,2008,3,31,,8.9,,2.6,,5.8,,12.2,,0,,,M,,M,,M,,,,,<31,
2008/4/1,2008,4,1,,14.1,,0.4,,7.3,,10.7,,0,,,M,,M,,M,,,27,E,59,E
2008/4/2,2008,4,2,,5.1,,-2.1,,1.5,,16.5,,0,,,M,,M,,M,,,31,E,32,E
2008/4/3,2008,4,3,,4.1,,-1.1,,1.5,,16.5,,0,,,M,,M,,M,,,,,<31,
2008/4/4,2008,4,4,,4.1,,2.1,,3.1,,14.9,,0,,,M,,M,,M,,,,,<31,
2008/4/5,2008,4,5,,12,,2.6,,7.3,,10.7,,0,,,M,,M,,M,,,,,<31,
2008/4/6,2008,4,6,,6.9,,3.2,,5.1,,12.9,,0,,,M,,M,,M,,,,,<31,
2008/4/7,2008,4,7,,9.1,,3.6,,6.4,,11.6,,0,,,M,,M,,M,,,,,<31,
2008/4/8,2008,4,8,,13.2,,5.6,,9.4,,8.6,,0,,,M,,M,,M,,,,,<31,
2008/4/9,2008,4,9,,15.9,,4.4,,10.2,,7.8,,0,,,M,,M,,M,,,22,E,48,E
2008/4/10,2008,4,10,,7.1,,3.7,,5.4,,12.6,,0,,,M,,M,,M,,,,,<31,
2008/4/11,2008,4,11,,4.4,,2.6,,3.5,,14.5,,0,,,M,,M,,M,,,8,E,50,E
2008/4/12,2008,4,12,,9.4,,2.9,,6.2,,11.8,,0,,,M,,M,,M,,,,,<31,
2008/4/13,2008,4,13,,7.5,,2.2,,4.9,,13.1,,0,,,M,,M,,M,,,36,E,32,E
2008/4/14,2008,4,14,,7.4,,3.1,,5.3,,12.7,,0,,,M,,M,,M,,,35,E,33,E
2008/4/15,2008,4,15,,12.7,,1.4,,7.1,,10.9,,0,,,M,,M,,M,,,18,E,32,E
2008/4/16,2008,4,16,,17.9,,6.2,,12.1,,5.9,,0,,,M,,M,,M,,,21,E,35,E
2008/4/17,2008,4,17,,20.8,,6.6,,13.7,,4.3,,0,,,M,,M,,M,,,20,E,35,E
2008/4/18,2008,4,18,,13.8,,7.1,,10.5,,7.5,,0,,,M,,M,,M,,,,,<31,
2008/4/19,2008,4,19,,15.8,,6.7,,11.3,,6.7,,0,,,M,,M,,M,,,,,<31,
2008/4/20,2008,4,20,,9.8,,6.5,,8.2,,9.8,,0,,,M,,M,,M,,,,,<31,
2008/4/21,2008,4,21,,11.5,,7.4,,9.5,,8.5,,0,,,M,,M,,M,,,,,<31,
2008/4/22,2008,4,22,,12.7,,7.3,,10,,8,,0,,,M,,M,,M,,,,,<31,
2008/4/23,2008,4,23,,,M,9.7,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2008/4/24,2008,4,24,,13.8,,9.5,,11.7,,6.3,,0,,,M,,M,,M,,,,,<31,
2008/4/25,2008,4,25,,10.1,,6.4,,8.3,,9.7,,0,,,M,,M,,M,,,,,<31,
2008/4/26,2008,4,26,,20.6,,7,,13.8,,4.2,,0,,,M,,M,,M,,,24,E,43,E
2008/4/27,2008,4,27,,17.8,,8,,12.9,,5.1,,0,,,M,,M,,M,,,,,<31,
2008/4/28,2008,4,28,,9.6,,4,,6.8,,11.2,,0,,,M,,M,,M,,,36,E,43,E
2008/4/29,2008,4,29,,9.6,,1.4,,5.5,,12.5,,0,,,M,,M,,M,,,30,E,39,E
2008/4/30,2008,4,30,,11,,1.1,,6.1,,11.9,,0,,,M,,M,,M,,,22,E,33,E
2008/5/1,2008,5,1,,7.2,,4.2,,5.7,,12.3,,0,,,M,,M,,M,,,5,E,44,E
2008/5/2,2008,5,2,,6.6,,5.3,,6,,12,,0,,,M,,M,,M,,,,,<31,
2008/5/3,2008,5,3,,15.8,,5.7,,10.8,,7.2,,0,,,M,,M,,M,,,23,E,32,E
2008/5/4,2008,5,4,,13.9,,6.6,,10.3,,7.7,,0,,,M,,M,,M,,,31,E,39,E
2008/5/5,2008,5,5,,19.9,,6.4,,13.2,,4.8,,0,,,M,,M,,M,,,30,E,35,E
2008/5/6,2008,5,6,,11.6,,7.5,,9.6,,8.4,,0,,,M,,M,,M,,,,,<31,
2008/5/7,2008,5,7,,15.1,,6.7,,10.9,,7.1,,0,,,M,,M,,M,,,,,<31,
2008/5/8,2008,5,8,,14.4,,8.3,,11.4,,6.6,,0,,,M,,M,,M,,,,,<31,
2008/5/9,2008,5,9,,12.3,,7,,9.7,,8.3,,0,,,M,,M,,M,,,,,<31,
2008/5/10,2008,5,10,,17.2,,10.3,,13.8,,4.2,,0,,,M,,M,,M,,,,,<31,
2008/5/11,2008,5,11,,11.7,,7,,9.4,,8.6,,0,,,M,,M,,M,,,,,<31,
2008/5/12,2008,5,12,,14.3,,7.6,,11,,7,,0,,,M,,M,,M,,,19,E,33,E
2008/5/13,2008,5,13,,19.5,,10.3,,14.9,,3.1,,0,,,M,,M,,M,,,,,<31,
2008/5/14,2008,5,14,,17.9,,9.1,,13.5,,4.5,,0,,,M,,M,,M,,,20,E,44,E
2008/5/15,2008,5,15,,14,,6.4,,10.2,,7.8,,0,,,M,,M,,M,,,,,<31,
2008/5/16,2008,5,16,,17.1,,8.3,,12.7,,5.3,,0,,,M,,M,,M,,,,,<31,
2008/5/17,2008,5,17,,18.2,,10.6,,14.4,,3.6,,0,,,M,,M,,M,,,31,E,44,E
2008/5/18,2008,5,18,,11.6,,5.8,,8.7,,9.3,,0,,,M,,M,,M,,,31,E,46,E
2008/5/19,2008,5,19,,11.7,,5.5,,8.6,,9.4,,0,,,M,,M,,M,,,27,E,39,E
2008/5/20,2008,5,20,,16.2,,7.3,,11.8,,6.2,,0,,,M,,M,,M,,,31,E,32,E
2008/5/21,2008,5,21,,10.1,,5.2,,7.7,,10.3,,0,,,M,,M,,M,,,30,E,37,E
2008/5/22,2008,5,22,,14.2,,7.4,,10.8,,7.2,,0,,,M,,M,,M,,,31,E,39,E
2008/5/23,2008,5,23,,14.4,,8,,11.2,,6.8,,0,,,M,,M,,M,,,,,<31,
2008/5/24,2008,5,24,,17.3,,10.9,,14.1,,3.9,,0,,,M,,M,,M,,,,,<31,
2008/5/25,2008,5,25,,21.9,,9.6,,15.8,,2.2,,0,,,M,,M,,M,,,21,E,32,E
2008/5/26,2008,5,26,,26.2,,12.7,,19.5,,0,,1.5,,,M,,M,,M,,,21,E,37,E
2008/5/27,2008,5,27,,19.5,,6.6,,13.1,,4.9,,0,,,M,,M,,M,,,36,E,37,E
2008/5/28,2008,5,28,,18.3,,6.2,,12.3,,5.7,,0,,,M,,M,,M,,,,,<31,
2008/5/29,2008,5,29,,23.6,,9.4,,16.5,,1.5,,0,,,M,,M,,M,,,,,<31,
2008/5/30,2008,5,30,,17.3,,9.6,,13.5,,4.5,,0,,,M,,M,,M,,,,,<31,
2008/5/31,2008,5,31,,23.8,,14.1,,19,,0,,1,,,M,,M,,M,,,32,E,39,E
2008/6/1,2008,6,1,,19.2,,13,,16.1,,1.9,,0,,,M,,M,,M,,,31,E,33,E
2008/6/2,2008,6,2,,24.7,,13.5,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
2008/6/3,2008,6,3,,19,,10,,14.5,,3.5,,0,,,M,,M,,M,,,,,<31,
2008/6/4,2008,6,4,,13.8,,10.2,,12,,6,,0,,,M,,M,,M,,,,,<31,
2008/6/5,2008,6,5,,22.1,,9.8,,16,,2,,0,,,M,,M,,M,,,,,<31,
2008/6/6,2008,6,6,,31.3,,11.1,,21.2,,0,,3.2,,,M,,M,,M,,,23,E,35,E
2008/6/7,2008,6,7,,28.5,,23.6,,26.1,,0,,8.1,,,M,,M,,M,,,,,<31,
2008/6/8,2008,6,8,,30.2,,21,,25.6,,0,,7.6,,,M,,M,,M,,,31,E,37,E
2008/6/9,2008,6,9,,30.8,,19.9,,25.4,,0,,7.4,,,M,,M,,M,,,23,E,46,E
2008/6/10,2008,6,10,,23.7,,18.5,,21.1,,0,,3.1,,,M,,M,,M,,,22,E,35,E
2008/6/11,2008,6,11,,26.3,,14.2,,20.3,,0,,2.3,,,M,,M,,M,,,,,<31,
2008/6/12,2008,6,12,,16.1,,11.5,,13.8,,4.2,,0,,,M,,M,,M,,,,,<31,
2008/6/13,2008,6,13,,16.9,E,11.5,E,14.2,E,3.8,E,0,E,,M,,M,,M,,,,M,,M
2008/6/14,2008,6,14,,,,,,,,,,,,,,,,,,,,,,,
2008/6/15,2008,6,15,,,,,,,,,,,,,,,,,,,,,,,
2008/6/16,2008,6,16,,,,,,,,,,,,,,,,,,,,,,,
2008/6/17,2008,6,17,,,,,,,,,,,,,,,,,,,,,,,
2008/6/18,2008,6,18,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2008/6/19,2008,6,19,,18.2,,11.8,,15,,3,,0,,,M,,M,,M,,,,,<31,
2008/6/20,2008,6,20,,24.8,,13.7,,19.3,,0,,1.3,,,M,,M,,M,,,,,<31,
2008/6/21,2008,6,21,,21.3,,15.4,,18.4,,0,,0.4,,,M,,M,,M,,,,,<31,
2008/6/22,2008,6,22,,22.1,,16,,19.1,,0,,1.1,,,M,,M,,M,,,14,E,37,E
2008/6/23,2008,6,23,,22.6,,16.2,,19.4,,0,,1.4,,,M,,M,,M,,,,,<31,
2008/6/24,2008,6,24,,23.3,,14.8,,19.1,,0,,1.1,,,M,,M,,M,,,,,<31,
2008/6/25,2008,6,25,,26.7,,17.3,,22,,0,,4,,,M,,M,,M,,,,,<31,
2008/6/26,2008,6,26,,28.1,,19.9,,24,,0,,6,,,M,,M,,M,,,,,<31,
2008/6/27,2008,6,27,,26.8,,18.6,,22.7,,0,,4.7,,,M,,M,,M,,,,,<31,
2008/6/28,2008,6,28,,26.5,,17.1,,21.8,,0,,3.8,,,M,,M,,M,,,,,<31,
2008/6/29,2008,6,29,,22.9,,17.1,,20,,0,,2,,,M,,M,,M,,,23,E,32,E
2008/6/30,2008,6,30,,21.9,,17,,19.5,,0,,1.5,,,M,,M,,M,,,34,E,39,E
2008/7/1,2008,7,1,,25,,14.7,,19.9,,0,,1.9,,,M,,M,,M,,,,,<31,
2008/7/2,2008,7,2,,27.1,,17.8,,22.5,,0,,4.5,,,M,,M,,M,,,23,E,44,E
2008/7/3,2008,7,3,,20.8,,13.2,,17,,1,,0,,,M,,M,,M,,,,,<31,
2008/7/4,2008,7,4,,19.5,,14.7,,17.1,,0.9,,0,,,M,,M,,M,,,,,<31,
2008/7/5,2008,7,5,,20.6,,14.7,,17.7,,0.3,,0,,,M,,M,,M,,,,,<31,
2008/7/6,2008,7,6,,21,,14.7,,17.9,,0.1,,0,,,M,,M,,M,,,,,<31,
2008/7/7,2008,7,7,,30,,18.4,,24.2,,0,,6.2,,,M,,M,,M,,,,,<31,
2008/7/8,2008,7,8,,29.1,,22.6,,25.9,,0,,7.9,,,M,,M,,M,,,22,E,33,E
2008/7/9,2008,7,9,,28.1,,17.8,,23,,0,,5,,,M,,M,,M,,,30,E,43,E
2008/7/10,2008,7,10,,,M,16.1,,,M,,M,,M,,M,,M,,M,,,,,<31,
2008/7/11,2008,7,11,,22.4,,14.7,,18.6,,0,,0.6,,,M,,M,,M,,,,,<31,
2008/7/12,2008,7,12,,26.2,,16.1,,21.2,,0,,3.2,,,M,,M,,M,,,22,E,32,E
2008/7/13,2008,7,13,,27.4,,19.7,,23.6,,0,,5.6,,,M,,M,,M,,,30,E,37,E
2008/7/14,2008,7,14,,24.3,,17.3,,20.8,,0,,2.8,,,M,,M,,M,,,30,E,41,E
2008/7/15,2008,7,15,,26.6,,16.4,,21.5,,0,,3.5,,,M,,M,,M,,,,,<31,
2008/7/16,2008,7,16,,26.6,,18.8,,22.7,,0,,4.7,,,M,,M,,M,,,18,E,37,E
2008/7/17,2008,7,17,,31.1,,17.4,,24.3,,0,,6.3,,,M,,M,,M,,,,,<31,
2008/7/18,2008,7,18,,29.3,,23.3,,26.3,,0,,8.3,,,M,,M,,M,,,24,E,33,E
2008/7/19,2008,7,19,,24.8,,20.8,,22.8,,0,,4.8,,,M,,M,,M,,,,,<31,
2008/7/20,2008,7,20,,21,,17.4,,19.2,,0,,1.2,,,M,,M,,M,,,,,<31,
2008/7/21,2008,7,21,,24.5,,18.6,,21.6,,0,,3.6,,,M,,M,,M,,,,,<31,
2008/7/22,2008,7,22,,21,,17.8,,19.4,,0,,1.4,,,M,,M,,M,,,,,<31,
2008/7/23,2008,7,23,,22.5,,17.5,,20,,0,,2,,,M,,M,,M,,,,,<31,
2008/7/24,2008,7,24,,25.4,,18.5,,22,,0,,4,,,M,,M,,M,,,36,E,37,E
2008/7/25,2008,7,25,,27.1,,19,,23.1,,0,,5.1,,,M,,M,,M,,,22,E,32,E
2008/7/26,2008,7,26,,26.3,,19.4,,22.9,,0,,4.9,,,M,,M,,M,,,24,E,41,E
2008/7/27,2008,7,27,,26.3,,17.5,,21.9,,0,,3.9,,,M,,M,,M,,,,,<31,
2008/7/28,2008,7,28,,27.4,,19.2,,23.3,,0,,5.3,,,M,,M,,M,,,,,<31,
2008/7/29,2008,7,29,,26.6,,17.6,,22.1,,0,,4.1,,,M,,M,,M,,,,,<31,
2008/7/30,2008,7,30,,26.6,,20.5,,23.6,,0,,5.6,,,M,,M,,M,,,25,E,41,E
2008/7/31,2008,7,31,,27,,20,,23.5,,0,,5.5,,,M,,M,,M,,,,,<31,
2008/8/1,2008,8,1,,26.8,,18.5,,22.7,,0,,4.7,,,M,,M,,M,,,,,<31,
2008/8/2,2008,8,2,,24.7,,19.2,,22,,0,,4,,,M,,M,,M,,,,,<31,
2008/8/3,2008,8,3,,26,,18.2,,22.1,,0,,4.1,,,M,,M,,M,,,,,<31,
2008/8/4,2008,8,4,,25.3,,17.5,,21.4,,0,,3.4,,,M,,M,,M,,,,,<31,
2008/8/5,2008,8,5,,22.2,,19.1,,20.7,,0,,2.7,,,M,,M,,M,,,,,<31,
2008/8/6,2008,8,6,,27.2,,20.3,,23.8,,0,,5.8,,,M,,M,,M,,,31,E,32,E
