Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2016/8/10,2016,8,10,,29.9,,11.3,,20.6,,0,,2.6,,,M,,M,0,,,,,,<31,
2016/8/11,2016,8,11,,23.4,,15.5,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
2016/8/12,2016,8,12,,19.9,,8.5,,14.2,,3.8,,0,,,M,,M,0,,,,35,,32,
2016/8/13,2016,8,13,,21.1,,5.9,,13.5,,4.5,,0,,,M,,M,0,,,,,,<31,
2016/8/14,2016,8,14,,16,,12.9,,14.5,,3.5,,0,,,M,,M,3,,,,,,<31,
2016/8/15,2016,8,15,,21.6,,11.2,,16.4,,1.6,,0,,,M,,M,3,,,,,,<31,
2016/8/16,2016,8,16,,25.5,,11.2,,18.4,,0,,0.4,,,M,,M,0,,,,,,<31,
2016/8/17,2016,8,17,,24.3,,16.3,,20.3,,0,,2.3,,,M,,M,6,,,,,,<31,
2016/8/18,2016,8,18,,23.6,,15.5,,19.6,,0,,1.6,,,M,,M,2,,,,30,,37,
2016/8/19,2016,8,19,,21.7,,12.3,,17,,1,,0,,,M,,M,0,,,,,,<31,
2016/8/20,2016,8,20,,23.8,,13.2,,18.5,,0,,0.5,,,M,,M,0,,,,,,<31,
2016/8/21,2016,8,21,,26.3,,13.7,,20,,0,,2,,,M,,M,0,,,,18,,35,
2016/8/22,2016,8,22,,18.8,,13.6,,16.2,,1.8,,0,,,M,,M,34,,,,29,,39,
2016/8/23,2016,8,23,,23,,11.9,,17.5,,0.5,,0,,,M,,M,0,,,,25,,43,
2016/8/24,2016,8,24,,24.7,,11.5,,18.1,,0,,0.1,,,M,,M,0,,,,,,<31,
2016/8/25,2016,8,25,,24.3,,18.2,,21.3,,0,,3.3,,,M,,M,0,,,,,,<31,
2016/8/26,2016,8,26,,27.7,,16.1,,21.9,,0,,3.9,,,M,,M,1,,,,32,,65,
2016/8/27,2016,8,27,,20.6,,9.9,,15.3,,2.7,,0,,,M,,M,0,,,,,,<31,
2016/8/28,2016,8,28,,23.8,,9.7,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
2016/8/29,2016,8,29,,19.4,,10,,14.7,,3.3,,0,,,M,,M,0,,,,32,,37,
2016/8/30,2016,8,30,,21.2,,7.9,,14.6,,3.4,,0,,,M,,M,0,,,,,,<31,
2016/8/31,2016,8,31,,21.7,,13.2,,17.5,,0.5,,0,,,M,,M,0,,,,,,<31,
2016/9/1,2016,9,1,,17.8,,11.4,,14.6,,3.4,,0,,,M,,M,0,,,,,,<31,
2016/9/2,2016,9,2,,16.9,,9.6,,13.3,,4.7,,0,,,M,,M,0,,,,,,<31,
2016/9/3,2016,9,3,,16.7,,9.3,,13,,5,,0,,,M,,M,0,,,,,,<31,
2016/9/4,2016,9,4,,25.1,,9.6,,17.4,,0.6,,0,,,M,,M,0,,,,,,<31,
2016/9/5,2016,9,5,,27.5,,10.8,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
2016/9/6,2016,9,6,,,M,10.8,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2016/9/7,2016,9,7,,29.1,,15.8,,22.5,,0,,4.5,,,M,,M,0,,,,,,<31,
2016/9/8,2016,9,8,,20.7,,13.8,,17.3,,0.7,,0,,,M,,M,24,,,,,,<31,
2016/9/9,2016,9,9,,20.5,,13.3,,16.9,,1.1,,0,,,M,,M,7,,,,30,,35,
2016/9/10,2016,9,10,,24.6,,10.3,,17.5,,0.5,,0,,,M,,M,0,,,,14,,33,
2016/9/11,2016,9,11,,21.4,,11.4,,16.4,,1.6,,0,,,M,,M,13,,,,26,,63,
2016/9/12,2016,9,12,,20.5,,10.7,,15.6,,2.4,,0,,,M,,M,0,,,,31,,43,
2016/9/13,2016,9,13,,24.6,,12.6,,18.6,,0,,0.6,,,M,,M,0,,,,21,,33,
2016/9/14,2016,9,14,,15.4,,4.1,,9.8,,8.2,,0,,,M,,M,10,,,,34,,44,
2016/9/15,2016,9,15,,15.4,,2.8,,9.1,,8.9,,0,,,M,,M,0,,,,,,<31,
2016/9/16,2016,9,16,,19,,3.1,,11.1,,6.9,,0,,,M,,M,0,,,,,,<31,
2016/9/17,2016,9,17,,21.8,,8.2,,15,,3,,0,,,M,,M,8,,,,,,<31,
2016/9/18,2016,9,18,,22,,11.8,,16.9,,1.1,,0,,,M,,M,22,,,,30,,39,
2016/9/19,2016,9,19,,13.2,,10,,11.6,,6.4,,0,,,M,,M,0,,,,,,<31,
2016/9/20,2016,9,20,,17.7,,9.2,,13.5,,4.5,,0,,,M,,M,2,,,,32,,52,
2016/9/21,2016,9,21,,21.3,,7.7,,14.5,,3.5,,0,,,M,,M,1,,,,28,,35,
2016/9/22,2016,9,22,,13.9,,8.9,,11.4,,6.6,,0,,,M,,M,0,,,,33,,43,
2016/9/23,2016,9,23,,13.1,,4.9,,9,,9,,0,,,M,,M,2,,,,33,,32,
2016/9/24,2016,9,24,,10.4,,5.2,,7.8,,10.2,,0,,,M,,M,0,,,,30,,39,
2016/9/25,2016,9,25,,11.7,,5.8,,8.8,,9.2,,0,,,M,,M,1,,,,34,,44,
2016/9/26,2016,9,26,,13.5,,2.1,,7.8,,10.2,,0,,,M,,M,0,,,,,,<31,
2016/9/27,2016,9,27,,11.7,,1.2,,6.5,,11.5,,0,,,M,,M,0,,,,,,<31,
2016/9/28,2016,9,28,,13,,0,,6.5,,11.5,,0,,,M,,M,0,,,,,,<31,
2016/9/29,2016,9,29,,,M,-0.7,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2016/9/30,2016,9,30,,18.8,,-0.4,,9.2,,8.8,,0,,,M,,M,0,,,,,,<31,
2016/10/1,2016,10,1,,19.8,,3.2,,11.5,,6.5,,0,,,M,,M,0,,,,,,<31,
2016/10/2,2016,10,2,,20,,4.8,,12.4,,5.6,,0,,,M,,M,0,,,,,,<31,
2016/10/3,2016,10,3,,,M,5.5,E,,M,,M,,M,,M,,M,,M,,,34,,41,
2016/10/4,2016,10,4,,16.9,,-3.4,,6.8,,11.2,,0,,,M,,M,0,,,,,,<31,
2016/10/5,2016,10,5,,,M,0.4,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2016/10/6,2016,10,6,,20.7,,3.7,,12.2,,5.8,,0,,,M,,M,0,,,,,,<31,
2016/10/7,2016,10,7,,22.5,,6.9,,14.7,,3.3,,0,,,M,,M,0,,,,,,<31,
2016/10/8,2016,10,8,,17.8,,6.8,,12.3,,5.7,,0,,,M,,M,0,,,,30,,35,
2016/10/9,2016,10,9,,12,,4.2,,8.1,,9.9,,0,,,M,,M,0,,,,30,,32,
2016/10/10,2016,10,10,,8.7,,-0.2,,4.3,,13.7,,0,,,M,,M,0,,,,36,,43,
2016/10/11,2016,10,11,,17,,-0.9,,8.1,,9.9,,0,,,M,,M,0,,,,,,<31,
2016/10/12,2016,10,12,,17.7,,1.7,,9.7,,8.3,,0,,,M,,M,0,,,,,,<31,
2016/10/13,2016,10,13,,17.2,,3.9,,10.6,,7.4,,0,,,M,,M,0,,,,32,,46,
2016/10/14,2016,10,14,,6.7,,-1.5,,2.6,,15.4,,0,,,M,,M,0,,,,29,,48,
2016/10/15,2016,10,15,,11.5,,-3.7,,3.9,,14.1,,0,,,M,,M,0,,,,,,<31,
2016/10/16,2016,10,16,,12.5,,3.2,,7.9,,10.1,,0,,,M,,M,0,,,,13,,32,
2016/10/17,2016,10,17,,12.6,,4.6,,8.6,,9.4,,0,,,M,,M,0,,,,32,,41,
2016/10/18,2016,10,18,,10.1,,-0.6,,4.8,,13.2,,0,,,M,,M,11,,,,17,,50,
2016/10/19,2016,10,19,,12.7,,7.4,,10.1,,7.9,,0,,,M,,M,2,,,,26,,48,
2016/10/20,2016,10,20,,10.2,,1.6,,5.9,,12.1,,0,,,M,,M,2,,,,27,,32,
2016/10/21,2016,10,21,,9.3,,6.9,,8.1,,9.9,,0,,,M,,M,45,,,,,,<31,
2016/10/22,2016,10,22,,11.8,,7.1,,9.5,,8.5,,0,,,M,,M,22,,,,,,<31,
2016/10/23,2016,10,23,,12.4,,2.7,,7.6,,10.4,,0,,,M,,M,2,,,,18,,41,
2016/10/24,2016,10,24,,3.5,,1.6,,2.6,,15.4,,0,,,M,,M,0,,,,27,,37,
2016/10/25,2016,10,25,,4.8,,1.3,,3.1,,14.9,,0,,,M,,M,1,,,,,,<31,
2016/10/26,2016,10,26,,3.3,,0.2,,1.8,,16.2,,0,,,M,,M,0,,,,,,<31,
2016/10/27,2016,10,27,,0.9,,-2.5,,-0.8,,18.8,,0,,,M,,M,0,,,,,,<31,
2016/10/28,2016,10,28,,5.3,,-3.3,,1,,17,,0,,,M,,M,0,,,,,,<31,
2016/10/29,2016,10,29,,5.9,,-1.1,,2.4,,15.6,,0,,,M,,M,10,,,,,,<31,
2016/10/30,2016,10,30,,5.6,,3,,4.3,,13.7,,0,,,M,,M,2,,,,,,<31,
2016/10/31,2016,10,31,,3.2,,0.8,,2,,16,,0,,,M,,M,2,,,,33,,32,
2016/11/1,2016,11,1,,4.9,,0.5,,2.7,,15.3,,0,,,M,,M,1,,,,,,<31,
2016/11/2,2016,11,2,,5.7,,3.3,,4.5,,13.5,,0,,,M,,M,0,,,,,,<31,
2016/11/3,2016,11,3,,7.7,,3.5,,5.6,,12.4,,0,,,M,,M,4,,,,,,<31,
2016/11/4,2016,11,4,,4.2,,-0.7,,1.8,,16.2,,0,,,M,,M,2,,,,34,,43,
2016/11/5,2016,11,5,,0.4,,-3.1,,-1.4,,19.4,,0,,,M,,M,0,,,,,,<31,
2016/11/6,2016,11,6,,2.1,,-3.4,,-0.7,,18.7,,0,,,M,,M,0,,,,,,<31,
2016/11/7,2016,11,7,,8.3,,-4.6,,1.9,,16.1,,0,,,M,,M,2,,,,,,<31,
2016/11/8,2016,11,8,,16.5,,-3.1,,6.7,,11.3,,0,,,M,,M,0,,,,,,<31,
2016/11/9,2016,11,9,,6.4,,-0.3,,3.1,,14.9,,0,,,M,,M,0,,,,30,,39,
2016/11/10,2016,11,10,,4.7,,-1.4,,1.7,,16.3,,0,,,M,,M,0,,,,,,<31,
2016/11/11,2016,11,11,,4.2,,-3.4,,0.4,,17.6,,0,,,M,,M,7,,,,32,,63,
2016/11/12,2016,11,12,,3,,-3.7,,-0.4,,18.4,,0,,,M,,M,0,,,,35,,43,
2016/11/13,2016,11,13,,8.6,,0.8,,4.7,,13.3,,0,,,M,,M,0,,,,26,,32,
2016/11/14,2016,11,14,,8.4,,2.7,,5.6,,12.4,,0,,,M,,M,0,,,,,,<31,
2016/11/15,2016,11,15,,7.7,,1.7,,4.7,,13.3,,0,,,M,,M,0,,,,,,<31,
2016/11/16,2016,11,16,,8.2,,1.8,,5,,13,,0,,,M,,M,23,,,,15,,32,
2016/11/17,2016,11,17,,8.1,,4.5,,6.3,,11.7,,0,,,M,,M,2,,,,,,<31,
2016/11/18,2016,11,18,,4.5,,1.4,,3,,15,,0,,,M,,M,0,,,,,,<31,
2016/11/19,2016,11,19,,4.3,,-0.3,,2,,16,,0,,,M,,M,4,,,,,,<31,
2016/11/20,2016,11,20,,8.5,,2.2,,5.4,,12.6,,0,,,M,,M,9,,,,,,<31,
2016/11/21,2016,11,21,,7,,0.1,,3.6,,14.4,,0,,,M,,M,2,,,,12,,39,
2016/11/22,2016,11,22,,2.9,,0.7,,1.8,,16.2,,0,,,M,,M,7,,,,,,<31,
2016/11/23,2016,11,23,,1.8,,-2.2,,-0.2,,18.2,,0,,,M,,M,6,,,,28,,37,
2016/11/24,2016,11,24,,-2,,-2.8,,-2.4,,20.4,,0,,,M,,M,0,,,,,,<31,
2016/11/25,2016,11,25,,-0.5,,-2.5,,-1.5,,19.5,,0,,,M,,M,2,,,,,,<31,
2016/11/26,2016,11,26,,0.7,,-2,,-0.7,,18.7,,0,,,M,,M,3,,,,,,<31,
2016/11/27,2016,11,27,,1,,-1.7,,-0.4,,18.4,,0,,,M,,M,1,,,,33,,35,
2016/11/28,2016,11,28,,0.8,,-6.3,,-2.8,,20.8,,0,,,M,,M,1,,,,32,,43,
2016/11/29,2016,11,29,,-1.4,,-9.7,,-5.6,,23.6,,0,,,M,,M,0,,,,,,<31,
2016/11/30,2016,11,30,,1.4,,-1.4,,0,,18,,0,,,M,,M,0,,,,,,<31,
2016/12/1,2016,12,1,,0.4,,-1.2,,-0.4,,18.4,,0,,,M,,M,12,,,,11,,43,
2016/12/2,2016,12,2,,0.6,,-6.6,,-3,,21,,0,,,M,,M,0,,,,,,<31,
2016/12/3,2016,12,3,,0.2,,-6.9,,-3.4,,21.4,,0,,,M,,M,2,,,,,,<31,
2016/12/4,2016,12,4,,-3.4,,-6.9,,-5.2,,23.2,,0,,,M,,M,0,,,,30,,35,
2016/12/5,2016,12,5,,-5.6,,-10.8,,-8.2,,26.2,,0,,,M,,M,0,,,,,,<31,
2016/12/6,2016,12,6,,-4.5,,-12.4,,-8.5,,26.5,,0,,,M,,M,0,,,,33,,32,
2016/12/7,2016,12,7,,-4.7,,-14.4,,-9.6,,27.6,,0,,,M,,M,0,,,,,,<31,
2016/12/8,2016,12,8,,-0.2,,-5.9,,-3.1,,21.1,,0,,,M,,M,1,,,,,,<31,
2016/12/9,2016,12,9,,-2.5,,-11.6,,-7.1,,25.1,,0,,,M,,M,3,,,,31,,50,
2016/12/10,2016,12,10,,-10.9,,-14.2,,-12.6,,30.6,,0,,,M,,M,0,,,,30,,54,
2016/12/11,2016,12,11,,-8.7,,-17.5,,-13.1,,31.1,,0,,,M,,M,0,,,,30,,33,
2016/12/12,2016,12,12,,-8,,-19.1,,-13.6,,31.6,,0,,,M,,M,7,,,,,,<31,
2016/12/13,2016,12,13,,,M,-11.6,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2016/12/14,2016,12,14,,-4.2,,-19.8,,-12,,30,,0,,,M,,M,0,,,,,,<31,
2016/12/15,2016,12,15,,-10.9,,-19.4,,-15.2,,33.2,,0,,,M,,M,4.7,,,,31,,65,
2016/12/16,2016,12,16,,-17,,-22.6,,-19.8,,37.8,,0,,,M,,M,1.1,,,,30,,61,
2016/12/17,2016,12,17,,-13.3,,-24.3,,-18.8,,36.8,,0,,,M,,M,3.3,,,,,,<31,
2016/12/18,2016,12,18,,-6.1,,-14.9,,-10.5,,28.5,,0,,,M,,M,8,,,,30,,56,
2016/12/19,2016,12,19,,-14.9,,-23.8,,-19.4,,37.4,,0,,,M,,M,0,,,,33,,50,
2016/12/20,2016,12,20,,-8.8,,-22.5,,-15.7,,33.7,,0,,,M,,M,0,,,,13,,32,
2016/12/21,2016,12,21,,-2.3,,-12.5,,-7.4,,25.4,,0,,,M,,M,0,,,,,,<31,
2016/12/22,2016,12,22,,-2.6,,-10.1,,-6.4,,24.4,,0,,,M,,M,0,,,,,,<31,
2016/12/23,2016,12,23,,-0.3,,-9.1,,-4.7,,22.7,,0,,,M,,M,0,,,,,,<31,
2016/12/24,2016,12,24,,1.6,,-1.1,,0.3,,17.7,,0,,,M,,M,5,,,,28,,59,
2016/12/25,2016,12,25,,1.1,,-14,,-6.5,,24.5,,0,,,M,,M,1,,,,30,,72,
2016/12/26,2016,12,26,,-10.7,,-16.2,,-13.5,,31.5,,0,,,M,,M,12,,,,14,,35,
2016/12/27,2016,12,27,,2.2,,-10.7,,-4.3,,22.3,,0,,,M,,M,9.7,,,,28,,41,
2016/12/28,2016,12,28,,-5.9,,-17.9,,-11.9,,29.9,,0,,,M,,M,0,,,,,,<31,
2016/12/29,2016,12,29,,-2.2,,-19.9,,-11.1,,29.1,,0,,,M,,M,4,,,,13,,39,
2016/12/30,2016,12,30,,0.7,,-8.7,,-4,,22,,0,,,M,,M,20,,,,28,,46,
2016/12/31,2016,12,31,,-8.7,,-21.3,,-15,,33,,0,,,M,,M,0,,,,27,,37,
