Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2012/8/7,2012,8,7,,28.3,,10.3,,19.3,,0,,1.3,,,M,,M,0,,,,,,<31,
2012/8/8,2012,8,8,,24.9,,14.8,,19.9,,0,,1.9,,,M,,M,2,,,,,,<31,
2012/8/9,2012,8,9,,24.7,,12.3,,18.5,,0,,0.5,,,M,,M,0,,,,,,<31,
2012/8/10,2012,8,10,,19.7,,11.3,,15.5,,2.5,,0,,,M,,M,25,,,,,,<31,
2012/8/11,2012,8,11,,20.6,,14.8,,17.7,,0.3,,0,,,M,,M,6,,,,,,<31,
2012/8/12,2012,8,12,,21.3,,17.6,,19.5,,0,,1.5,,,M,,M,2,,,,,,<31,
2012/8/13,2012,8,13,,25.6,,16.6,,21.1,,0,,3.1,,,M,,M,0,,,,33,,32,
2012/8/14,2012,8,14,,25.2,,15.6,,20.4,,0,,2.4,,,M,,M,9,,,,,,<31,
2012/8/15,2012,8,15,,24.7,,18.2,,21.5,,0,,3.5,,,M,,M,11,,,,,,<31,
2012/8/16,2012,8,16,,23.4,,16.6,,20,,0,,2,,,M,,M,11,,,,,,<31,
2012/8/17,2012,8,17,,24,,15,,19.5,,0,,1.5,,,M,,M,1,,,,,,<31,
2012/8/18,2012,8,18,,24.2,,13.2,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2012/8/19,2012,8,19,,22.8,,9.3,,16.1,,1.9,,0,,,M,,M,0,,,,,,<31,
2012/8/20,2012,8,20,,24.8,,10.2,,17.5,,0.5,,0,,,M,,M,1,,,,,,<31,
2012/8/21,2012,8,21,,20.8,,10.7,,15.8,,2.2,,0,,,M,,M,0,,,,,,<31,
2012/8/22,2012,8,22,,22.6,,8.1,,15.4,,2.6,,0,,,M,,M,0,,,,,,<31,
2012/8/23,2012,8,23,,23.1,,14.4,,18.8,,0,,0.8,,,M,,M,1,,,,28,,37,
2012/8/24,2012,8,24,,22.6,,9.4,,16,,2,,0,,,M,,M,0,,,,,,<31,
2012/8/25,2012,8,25,,25.7,,7.1,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
2012/8/26,2012,8,26,,30.4,,17.4,,23.9,,0,,5.9,,,M,,M,0,,,,,,<31,
2012/8/27,2012,8,27,,28.9,,16,,22.5,,0,,4.5,,,M,,M,0,,,,,,<31,
2012/8/28,2012,8,28,,19,,13.3,,16.2,,1.8,,0,,,M,,M,4,,,,30,,41,
2012/8/29,2012,8,29,,18.7,,11,,14.9,,3.1,,0,,,M,,M,0,,,,30,,44,
2012/8/30,2012,8,30,,22.7,,13.2,,18,,0,,0,,,M,,M,3,,,,32,,35,
2012/8/31,2012,8,31,,25.6,,11.7,,18.7,,0,,0.7,,,M,,M,1,,,,31,,57,
2012/9/1,2012,9,1,,17.3,,5.9,,11.6,,6.4,,0,,,M,,M,0,,,,,,<31,
2012/9/2,2012,9,2,,20.4,,4.8,,12.6,,5.4,,0,,,M,,M,0,,,,,,<31,
2012/9/3,2012,9,3,,22.4,,5.4,,13.9,,4.1,,0,,,M,,M,0,,,,,,<31,
2012/9/4,2012,9,4,,26.4,,11.4,,18.9,,0,,0.9,,,M,,M,0,,,,,,<31,
2012/9/5,2012,9,5,,25.7,,12.6,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
2012/9/6,2012,9,6,,19,,11.2,,15.1,,2.9,,0,,,M,,M,0,,,,,,<31,
2012/9/7,2012,9,7,,22.7,,14,,18.4,,0,,0.4,,,M,,M,0,,,,,,<31,
2012/9/8,2012,9,8,,21.7,,13.3,,17.5,,0.5,,0,,,M,,M,5,,,,15,,44,
2012/9/9,2012,9,9,,19,,13,,16,,2,,0,,,M,,M,2,,,,23,,32,
2012/9/10,2012,9,10,,16.8,,9.2,,13,,5,,0,,,M,,M,0,,,,32,,32,
2012/9/11,2012,9,11,,18.9,,7,,13,,5,,0,,,M,,M,,M,,,29,E,32,E
2012/9/12,2012,9,12,,25.3,,6.9,,16.1,,1.9,,0,,,M,,M,0,,,,,,<31,
2012/9/13,2012,9,13,,28.1,,13.3,,20.7,,0,,2.7,,,M,,M,0,,,,,,<31,
2012/9/14,2012,9,14,,25.3,,11.4,,18.4,,0,,0.4,,,M,,M,0,,,,,,<31,
2012/9/15,2012,9,15,,21.6,,8.5,,15.1,,2.9,,0,,,M,,M,6,,,,25,,32,
2012/9/16,2012,9,16,,12.8,,8.2,,10.5,,7.5,,0,,,M,,M,0,,,,27,,39,
2012/9/17,2012,9,17,,19.6,,3.7,,11.7,,6.3,,0,,,M,,M,0,,,,,,<31,
2012/9/18,2012,9,18,,22,,8.2,,15.1,,2.9,,0,,,M,,M,0,,,,16,,48,
2012/9/19,2012,9,19,,18.4,,2.2,,10.3,,7.7,,0,,,M,,M,8,,,,16,,52,
2012/9/20,2012,9,20,,16.6,,-0.1,,8.3,,9.7,,0,,,M,,M,0,,,,,,<31,
2012/9/21,2012,9,21,,15.9,,4.3,,10.1,,7.9,,0,,,M,,M,0,,,,,,<31,
2012/9/22,2012,9,22,,19.4,,11.2,,15.3,,2.7,,0,,,M,,M,0,,,,14,,33,
2012/9/23,2012,9,23,,18.1,,6.9,,12.5,,5.5,,0,,,M,,M,0,,,,21,,32,
2012/9/24,2012,9,24,,15.6,,2.6,,9.1,,8.9,,0,,,M,,M,0,,,,,,<31,
2012/9/25,2012,9,25,,14.7,,1.2,,8,,10,,0,,,M,,M,0,,,,19,,35,
2012/9/26,2012,9,26,,15.9,,3.8,,9.9,,8.1,,0,,,M,,M,0,,,,17,,35,
2012/9/27,2012,9,27,,11.8,,2.4,,7.1,,10.9,,0,,,M,,M,0,,,,30,,41,
2012/9/28,2012,9,28,,13.8,,0.2,,7,,11,,0,,,M,,M,0,,,,,,<31,
2012/9/29,2012,9,29,,15.8,,1.7,,8.8,,9.2,,0,,,M,,M,0,,,,,,<31,
2012/9/30,2012,9,30,,15.9,,10.1,,13,,5,,0,,,M,,M,3,,,,,,<31,
2012/10/1,2012,10,1,,17.1,,9.9,,13.5,,4.5,,0,,,M,,M,0,,,,,,<31,
2012/10/2,2012,10,2,,19.4,,12.1,,15.8,,2.2,,0,,,M,,M,0,,,,29,,33,
2012/10/3,2012,10,3,,13.9,,1.3,,7.6,,10.4,,0,,,M,,M,0,,,,33,,39,
2012/10/4,2012,10,4,,13.8,,0.4,,7.1,,10.9,,0,,,M,,M,5,,,,,,<31,
2012/10/5,2012,10,5,,13.9,,9.6,,11.8,,6.2,,0,,,M,,M,2,,,,,,<31,
2012/10/6,2012,10,6,,14.2,,6.9,,10.6,,7.4,,0,,,M,,M,25,,,,,,<31,
2012/10/7,2012,10,7,,10.2,,4.7,,7.5,,10.5,,0,,,M,,M,2,,,,31,,32,
2012/10/8,2012,10,8,,7.5,,-1.1,,3.2,,14.8,,0,,,M,,M,0,,,,30,,32,
2012/10/9,2012,10,9,,13.1,,-1.7,,5.7,,12.3,,0,,,M,,M,0,,,,,,<31,
2012/10/10,2012,10,10,,11.5,,-2.1,,4.7,,13.3,,0,,,M,,M,12,,,,17,,32,
2012/10/11,2012,10,11,,9.2,,-1.1,,4.1,,13.9,,0,,,M,,M,8,,,,29,,56,
2012/10/12,2012,10,12,,4.7,,-0.5,,2.1,,15.9,,0,,,M,,M,0,,,,29,,44,
2012/10/13,2012,10,13,,3.7,,-2.3,,0.7,,17.3,,0,,,M,,M,0,,,,27,,44,
2012/10/14,2012,10,14,,8.6,,-1.9,,3.4,,14.6,,0,,,M,,M,0,,,,,,<31,
2012/10/15,2012,10,15,,7.2,,0.7,,4,,14,,0,,,M,,M,33,,,,,,<31,
2012/10/16,2012,10,16,,10.9,,2.9,,6.9,,11.1,,0,,,M,,M,10,,,,31,,43,
2012/10/17,2012,10,17,,,M,2.5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2012/10/18,2012,10,18,,10.7,,-3.1,,3.8,,14.2,,0,,,M,,M,0,,,,,,<31,
2012/10/19,2012,10,19,,16.2,,1.8,,9,,9,,0,,,M,,M,0,,,,,,<31,
2012/10/20,2012,10,20,,15.4,,7.9,,11.7,,6.3,,0,,,M,,M,7,,,,,,<31,
2012/10/21,2012,10,21,,14.6,,6.8,,10.7,,7.3,,0,,,M,,M,0,,,,,,<31,
2012/10/22,2012,10,22,,8,,4.3,,6.2,,11.8,,0,,,M,,M,0,,,,29,,56,
2012/10/23,2012,10,23,,5.5,,1.4,,3.5,,14.5,,0,,,M,,M,0,,,,29,,46,
2012/10/24,2012,10,24,,3.1,,-3.7,,-0.3,,18.3,,0,,,M,,M,0,,,,33,,37,
2012/10/25,2012,10,25,,7.5,,-5.7,,0.9,,17.1,,0,,,M,,M,0,,,,,,<31,
2012/10/26,2012,10,26,,16.1,,1.3,,8.7,,9.3,,0,,,M,,M,0,,,,,,<31,
2012/10/27,2012,10,27,,18.6,,0.5,,9.6,,8.4,,0,,,M,,M,0,,,,,,<31,
2012/10/28,2012,10,28,,14.2,,6.1,,10.2,,7.8,,0,,,M,,M,0,,,,,,<31,
2012/10/29,2012,10,29,,15.2,,7.4,,11.3,,6.7,,0,,,M,,M,0,,,,10,,33,
2012/10/30,2012,10,30,,12.7,,10.5,,11.6,,6.4,,0,,,M,,M,5,,,,10,,44,
2012/10/31,2012,10,31,,,M,10.4,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2012/11/1,2012,11,1,,13.4,,8.6,,11,,7,,0,,,M,,M,0,,,,,,<31,
2012/11/2,2012,11,2,,9.5,,5.5,,7.5,,10.5,,0,,,M,,M,2,,,,,,<31,
2012/11/3,2012,11,3,,8.3,,3.8,,6.1,,11.9,,0,,,M,,M,1,,,,32,,32,
2012/11/4,2012,11,4,,3.8,,-0.9,,1.5,,16.5,,0,,,M,,M,0,,,,34,,37,
2012/11/5,2012,11,5,,-0.7,,-3.7,,-2.2,,20.2,,0,,,M,,M,0,,,,,,<31,
2012/11/6,2012,11,6,,-1.5,,-4.9,,-3.2,,21.2,,0,,,M,,M,0,,,,30,,33,
2012/11/7,2012,11,7,,1.6,,-5.6,,-2,,20,,0,,,M,,M,0,,,,,,<31,
2012/11/8,2012,11,8,,1.1,,-6.1,,-2.5,,20.5,,0,,,M,,M,0,,,,,,<31,
2012/11/9,2012,11,9,,3.2,,0.3,,1.8,,16.2,,0,,,M,,M,0,,,,29,,57,
2012/11/10,2012,11,10,,0.8,,-3.2,,-1.2,,19.2,,0,,,M,,M,0,,,,30,,61,
2012/11/11,2012,11,11,,1.2,,-3.3,,-1.1,,19.1,,0,,,M,,M,0,,,,29,,35,
2012/11/12,2012,11,12,,7.3,,-3,,2.2,,15.8,,0,,,M,,M,0,,,,13,,32,
2012/11/13,2012,11,13,,14.6,,1.1,,7.9,,10.1,,0,,,M,,M,2,,,,29,,39,
2012/11/14,2012,11,14,,2.4,,-6.4,,-2,,20,,0,,,M,,M,0,,,,,,<31,
2012/11/15,2012,11,15,,2,,-8.2,,-3.1,,21.1,,0,,,M,,M,0,,,,,,<31,
2012/11/16,2012,11,16,,3.5,,-3.2,,0.2,,17.8,,0,,,M,,M,0,,,,31,,37,
2012/11/17,2012,11,17,,-1.6,,-6.9,,-4.3,,22.3,,0,,,M,,M,0,,,,32,,33,
2012/11/18,2012,11,18,,2.4,,-8.4,,-3,,21,,0,,,M,,M,0,,,,,,<31,
2012/11/19,2012,11,19,,6.9,,-6.9,,0,,18,,0,,,M,,M,0,,,,,,<31,
2012/11/20,2012,11,20,,7.2,,-4.6,,1.3,,16.7,,0,,,M,,M,0,,,,,,<31,
2012/11/21,2012,11,21,,4.6,,-3.5,,0.6,,17.4,,0,,,M,,M,0,,,,,,<31,
2012/11/22,2012,11,22,,10.3,,-1,,4.7,,13.3,,0,,,M,,M,0,,,,,,<31,
2012/11/23,2012,11,23,,10.9,,1,,6,,12,,0,,,M,,M,0,,,,15,,32,
2012/11/24,2012,11,24,,5.1,,0.7,,2.9,,15.1,,0,,,M,,M,0,,,,,,<31,
2012/11/25,2012,11,25,,1,,-5.1,,-2.1,,20.1,,0,,,M,,M,3,,,,30,,52,
2012/11/26,2012,11,26,,-3.9,,-6.6,,-5.3,,23.3,,0,,,M,,M,0,,,,32,,46,
2012/11/27,2012,11,27,,-5,,-13.4,,-9.2,,27.2,,0,,,M,,M,0,,,,,,<31,
2012/11/28,2012,11,28,,-3.7,,-15.9,,-9.8,,27.8,,0,,,M,,M,0,,,,,,<31,
2012/11/29,2012,11,29,,-6.7,,-13.1,,-9.9,,27.9,,0,,,M,,M,,M,,,30,E,43,E
2012/11/30,2012,11,30,,-8,,-12.5,,-10.3,,28.3,,0,,,M,,M,0,,,,29,,54,
2012/12/1,2012,12,1,,-6.6,,-15.7,,-11.2,,29.2,,0,,,M,,M,0,,,,30,,32,
2012/12/2,2012,12,2,,4.1,,-10.2,,-3.1,,21.1,,0,,,M,,M,13,,,,15,,33,
2012/12/3,2012,12,3,,3.1,,-5,,-1,,19,,0,,,M,,M,5,,,,33,,33,
2012/12/4,2012,12,4,,3.6,,-5.1,E,-0.8,E,18.8,E,0,E,,M,,M,,M,,,16,E,32,E
2012/12/5,2012,12,5,,5.8,,-2.4,,1.7,,16.3,,0,,,M,,M,9.3,,,,32,,46,
2012/12/6,2012,12,6,,-2.4,,-11,,-6.7,,24.7,,0,,,M,,M,1.7,,,,32,,57,
2012/12/7,2012,12,7,,-1.3,,-10.8,,-6.1,,24.1,,0,,,M,,M,0,,,,,,<31,
2012/12/8,2012,12,8,,0.7,,-3.6,,-1.5,,19.5,,0,,,M,,M,2,,,,,,<31,
2012/12/9,2012,12,9,,0.1,,-10.3,,-5.1,,23.1,,0,,,M,,M,3,,,,31,,52,
2012/12/10,2012,12,10,,-2.2,,-10.4,,-6.3,,24.3,,0,,,M,,M,17,,,,,,<31,
2012/12/11,2012,12,11,,-0.9,,-6.9,E,-3.9,E,21.9,E,0,E,,M,,M,,M,,,30,E,43,E
2012/12/12,2012,12,12,,-8.4,,-17.7,,-13.1,,31.1,,0,,,M,,M,0,,,,31,,35,
2012/12/13,2012,12,13,,,M,-18.3,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2012/12/14,2012,12,14,,0.3,,-10.3,,-5,,23,,0,,,M,,M,7,,,,30,,44,
2012/12/15,2012,12,15,,-9.7,,-14.6,,-12.2,,30.2,,0,,,M,,M,0,,,,34,,41,
2012/12/16,2012,12,16,,-10.8,,-17.9,,-14.4,,32.4,,0,,,M,,M,0,,,,30,,32,
2012/12/17,2012,12,17,,-0.6,,-13.3,,-7,,25,,0,,,M,,M,,M,,,,,<31,
2012/12/18,2012,12,18,,1.5,,-1.3,,0.1,,17.9,,0,,,M,,M,,M,,,,,<31,
2012/12/19,2012,12,19,,0.7,,-2.2,E,-0.8,E,18.8,E,0,E,,M,,M,,M,,,,,<31,
2012/12/20,2012,12,20,,-1.6,,-4.3,,-3,,21,,0,,,M,,M,0,,,,,,<31,
2012/12/21,2012,12,21,,0.6,,-4.4,,-1.9,,19.9,,0,,,M,,M,2,,,,12,,33,
2012/12/22,2012,12,22,,4.8,,0.3,,2.6,,15.4,,0,,,M,,M,10,,,,14,,46,
2012/12/23,2012,12,23,,0.5,,-10.7,,-5.1,,23.1,,0,,,M,,M,2,,,,29,,37,
2012/12/24,2012,12,24,,-10.7,,-12.8,,-11.8,,29.8,,0,,,M,,M,0,,,,30,,50,
2012/12/25,2012,12,25,,-8.4,,-11,,-9.7,,27.7,,0,,,M,,M,0,,,,33,,56,
2012/12/26,2012,12,26,,-7.3,,-11.9,,-9.6,,27.6,,0,,,M,,M,0,,,,30,,32,
2012/12/27,2012,12,27,,-5.8,,-11,,-8.4,,26.4,,0,,,M,,M,2,,,,,,<31,
2012/12/28,2012,12,28,,-4.3,,-6.5,,-5.4,,23.4,,0,,,M,,M,6,,,,33,,35,
2012/12/29,2012,12,29,,-5.6,,-7.6,E,-6.6,E,24.6,E,0,E,,M,,M,,M,,,,,<31,
2012/12/30,2012,12,30,,-3.1,,-9.6,E,-6.4,E,24.4,E,0,E,,M,,M,,M,,,32,E,67,E
2012/12/31,2012,12,31,,-9.7,,-14,,-11.9,,29.9,,0,,,M,,M,0,,,,31,,63,
