Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2000/3/10,2000,3,10,,-3.4,,-8.6,,-6,,24,,0,,0,,0,,0,,,,,,,
2000/3/11,2000,3,11,,-2.9,,-8.6,,-5.8,,23.8,,0,,0,,0,,0,,,,,,,
2000/3/12,2000,3,12,,3.3,,-7.1,,-1.9,,19.9,,0,,0,,0,,0,,,,,,,
2000/3/13,2000,3,13,,0.1,,-7.4,,-3.7,,21.7,,0,,0,,0,,0,,,,,,,
2000/3/14,2000,3,14,,-7.4,,-13.5,,-10.5,,28.5,,0,,0,,,M,,M,,,,,,
2000/3/15,2000,3,15,,-9.8,,-19.5,,-14.7,,32.7,,0,,0,,0,,0,,,,,,,
2000/3/16,2000,3,16,,-3.2,,-12.1,,-7.7,,25.7,,0,,0,,0,,0,,,,,,,
2000/3/17,2000,3,17,,2.4,,-5.9,,-1.8,,19.8,,0,,0,,0,,0,,,,,,,
2000/3/18,2000,3,18,,7.1,,-6.5,,0.3,,17.7,,0,,0,,0,,0,,,,,,,
2000/3/19,2000,3,19,,3,,-2.9,,0.1,,17.9,,0,,0,,,M,,M,,,,,,
2000/3/20,2000,3,20,,1.2,,-3.9,,-1.4,,19.4,,0,,0,,0,,0,,,,,,,
2000/3/21,2000,3,21,,6.8,,-5.9,,0.5,,17.5,,0,,0,,0,,0,,,,,,,
2000/3/22,2000,3,22,,11.9,,-4.2,,3.9,,14.1,,0,,0,,0,,0,,,,,,,
2000/3/23,2000,3,23,,11.8,,-0.9,,5.5,,12.5,,0,,0.4,,0,,0.4,,,,,,,
2000/3/24,2000,3,24,,5.7,,-4.9,,0.4,,17.6,,0,,0,,0,,0,,,,,,,
2000/3/25,2000,3,25,,7.4,,-5.2,,1.1,,16.9,,0,,0,,0,,0,,,,,,,
2000/3/26,2000,3,26,,9.3,,-2.6,,3.4,,14.6,,0,,0,,0,,0,,,,,,,
2000/3/27,2000,3,27,,15.6,,-2.2,,6.7,,11.3,,0,,0,,0,,0,,,,,,,
2000/3/28,2000,3,28,,10.7,,-0.8,,5,,13,,0,,,M,0,,,M,,,,,,
2000/3/29,2000,3,29,,2.3,,-0.2,,1.1,,16.9,,0,,2,,0,,2,,,,,,,
2000/3/30,2000,3,30,,5.8,,-2.9,,1.5,,16.5,,0,,0,,0,,0,,,,,,,
2000/3/31,2000,3,31,,7.9,,-4.2,,1.9,,16.1,,0,,0,,0,,0,,,,,,,
2000/4/1,2000,4,1,,12.8,,-3.8,,4.5,,13.5,,0,,0.6,,0,,0.6,,,M,,,,
2000/4/2,2000,4,2,,1.5,,-4.7,,-1.6,,19.6,,0,,0,,0,,0,,,M,,,,
2000/4/3,2000,4,3,,9.4,,-7.7,,0.9,,17.1,,0,,0,,0,,0,,,M,,,,
2000/4/4,2000,4,4,,17.7,,0,,8.9,,9.1,,0,,0,,0,,0,,,M,,,,
2000/4/5,2000,4,5,,5.3,,-3.9,,0.7,,17.3,,0,,0,,4,E,4,E,,M,,,,
2000/4/6,2000,4,6,,5.2,,-4.3,,0.5,,17.5,,0,,0,,0.4,E,0.4,,,M,,,,
2000/4/7,2000,4,7,,6.3,,-4.2,,1.1,,16.9,,0,,0,,0,,0,,,M,,,,
2000/4/8,2000,4,8,,10,,-1.2,,4.4,,13.6,,0,,0,,0,,0,,,M,,,,
2000/4/9,2000,4,9,,12.7,,-2.3,,5.2,,12.8,,0,,0,,0,,0,,,M,,,,
2000/4/10,2000,4,10,,-0.1,,-5,,-2.6,,20.6,,0,,0,,1.4,E,1.4,E,,M,,,,
2000/4/11,2000,4,11,,9,,-4.8,,2.1,,15.9,,0,,0,,0,,0,,,M,,,,
2000/4/12,2000,4,12,,9.9,,2,,6,,12,,0,,1.2,,0,,1.2,,,M,,,,
2000/4/13,2000,4,13,,4.5,,-11.9,,-3.7,,21.7,,0,,0,,0.8,E,0.8,E,,M,,,,
2000/4/14,2000,4,14,,-4.4,,-11.8,,-8.1,,26.1,,0,,0,,0,,0,,,M,,,,
2000/4/15,2000,4,15,,-2.3,,-8.1,,-5.2,,23.2,,0,,0,,0.4,E,0.4,,,M,,,,
2000/4/16,2000,4,16,,12.8,,-2.6,,5.1,,12.9,,0,,0.2,,0,,0.2,,,M,,,,
2000/4/17,2000,4,17,,11.6,,-2.8,,4.4,,13.6,,0,,2.4,,0,,2.4,,,M,,,,
2000/4/18,2000,4,18,,11,,-1.6,,4.7,,13.3,,0,,0,,0,,0,,,M,,,,
2000/4/19,2000,4,19,,19.5,,0.5,,10,,8,,0,,0,,0,,0,,0,,,,,
2000/4/20,2000,4,20,,20.6,,3.7,,12.2,,5.8,,0,,0,,0,,0,,0,,,,,
2000/4/21,2000,4,21,,19.9,,2.9,,11.4,,6.6,,0,,0,,0,,0,,0,,,,,
2000/4/22,2000,4,22,,21.2,,6.2,,13.7,,4.3,,0,,2.2,,0,,2.2,,0,,,,,
2000/4/23,2000,4,23,,12.5,,3.1,,7.8,,10.2,,0,,1.8,,0,,1.8,,0,,,,,
2000/4/24,2000,4,24,,13.3,,-0.6,,6.4,,11.6,,0,,0,,0,,0,,0,,,,,
2000/4/25,2000,4,25,,12.2,,-3.7,,4.3,,13.7,,0,,0,,0,,0,,0,,,,,
2000/4/26,2000,4,26,,13.1,,0.9,,7,,11,,0,,0,,0,,0,,0,,,,,
2000/4/27,2000,4,27,,15.8,,0.9,,8.4,,9.6,,0,,0,,0,,0,,0,,,,,
2000/4/28,2000,4,28,,20.7,,4.6,,12.7,,5.3,,0,,1.8,,0,,1.8,,0,,,,,
2000/4/29,2000,4,29,,13.1,,2.5,,7.8,,10.2,,0,,0.4,,0,,0.4,,0,,,,,
2000/4/30,2000,4,30,,16.5,,-0.1,,8.2,,9.8,,0,,0,,0,,0,,0,,,,,
2000/5/1,2000,5,1,,26.2,,5.6,,15.9,,2.1,,0,,0,,0,,0,,0,,,,,
2000/5/2,2000,5,2,,20.1,,7,,13.6,,4.4,,0,,0,,0,,0,,0,,,,,
2000/5/3,2000,5,3,,20.3,,3.3,,11.8,,6.2,,0,,4.8,,0,,4.8,,0,,,,,
2000/5/4,2000,5,4,,17.1,,3.2,,10.2,,7.8,,0,,0,,0,,0,,0,,,,,
2000/5/5,2000,5,5,,14.3,,2.4,,8.4,,9.6,,0,,0.2,,0,,0.2,,0,,,,,
2000/5/6,2000,5,6,,14.9,,-0.8,,7.1,,10.9,,0,,0.2,,0,,0.2,,0,,,,,
2000/5/7,2000,5,7,,11.6,,-0.8,,5.4,,12.6,,0,,0,,0,,0,,0,,,,,
2000/5/8,2000,5,8,,13.7,,1.9,,7.8,,10.2,,0,,0,,0,,0,,0,,,,,
2000/5/9,2000,5,9,,15.7,,3.4,,9.6,,8.4,,0,,0,,0,,0,,0,,,,,
2000/5/10,2000,5,10,,15.1,,3.9,,9.5,,8.5,,0,,20.2,,0,,20.2,,0,,,,,
2000/5/11,2000,5,11,,9.6,,-3,,3.3,,14.7,,0,,16.4,,0,,16.4,,0,,,,,
2000/5/12,2000,5,12,,6.8,,-4.1,,1.4,,16.6,,0,,0.2,,0,,0.2,,0,,,,,
2000/5/13,2000,5,13,,11.2,,1,,6.1,,11.9,,0,,0.2,,0,,0.2,,0,,,,,
2000/5/14,2000,5,14,,15.2,,3.7,,9.5,,8.5,,0,,0,,0,,0,,0,,,,,
2000/5/15,2000,5,15,,15.5,,7.3,,11.4,,6.6,,0,,0.8,,0,,0.8,,0,,,,,
2000/5/16,2000,5,16,,16.9,,4.7,,10.8,,7.2,,0,,0.2,,0,,0.2,,0,,,,,
2000/5/17,2000,5,17,,17,,4.9,,11,,7,,0,,0,,0,,0,,0,,,,,
2000/5/18,2000,5,18,,17.8,,6.1,,12,,6,,0,,3.2,,0,,3.2,,0,,,,,
2000/5/19,2000,5,19,,15.8,,7.2,,11.5,,6.5,,0,,2.2,,0,,2.2,,0,,,,,
2000/5/20,2000,5,20,,20.8,,6.7,,13.8,,4.2,,0,,0,,0,,0,,0,,,,,
2000/5/21,2000,5,21,,21.1,,6.6,,13.9,,4.1,,0,,0,,0,,0,,0,,,,,
2000/5/22,2000,5,22,,20.9,,11.1,,16,,2,,0,,0,,0,,0,,0,,,,,
2000/5/23,2000,5,23,,17.8,,6.4,,12.1,,5.9,,0,,0,,0,,0,,0,,,,,
2000/5/24,2000,5,24,,16.5,,0,,8.3,,9.7,,0,,0,,0,,0,,0,,,,,
2000/5/25,2000,5,25,,19.9,,8.9,,14.4,,3.6,,0,,0,,0,,0,,0,,,,,
2000/5/26,2000,5,26,,14.4,,6.5,,10.5,,7.5,,0,,0.4,,0,,0.4,,0,,,,,
2000/5/27,2000,5,27,,21.4,,3.4,,12.4,,5.6,,0,,0.8,,0,,0.8,,0,,,,,
2000/5/28,2000,5,28,,17.5,,5.9,,11.7,,6.3,,0,,0,,0,,0,,0,,,,,
2000/5/29,2000,5,29,,12.3,,1.7,,7,,11,,0,,1,,0,,1,,0,,,,,
2000/5/30,2000,5,30,,15.3,,3.1,,9.2,,8.8,,0,,0,,0,,0,,0,,,,,
2000/5/31,2000,5,31,,8.2,,0.5,,4.4,,13.6,,0,,20.8,,0,,20.8,,0,,,,,
2000/6/1,2000,6,1,,10,,1.2,,5.6,,12.4,,0,,4.4,,0,,4.4,,0,,,,,
2000/6/2,2000,6,2,,13.8,,2.4,,8.1,,9.9,,0,,0,,0,,0,,0,,,,,
2000/6/3,2000,6,3,,11.1,,5,,8.1,,9.9,,0,,3,,0,,3,,0,,,,,
2000/6/4,2000,6,4,,17.4,,3.1,,10.3,,7.7,,0,,0,,0,,0,,0,,,,,
2000/6/5,2000,6,5,,23.8,,7.6,,15.7,,2.3,,0,,0,,0,,0,,0,,,,,
2000/6/6,2000,6,6,,24.4,,11.6,,18,,0,,0,,0,,0,,0,,0,,,,,
2000/6/7,2000,6,7,,19.6,,10.9,,15.3,,2.7,,0,,0.4,,0,,0.4,,0,,,,,
2000/6/8,2000,6,8,,17.5,,11.2,,14.4,,3.6,,0,,11.2,,0,,11.2,,0,,,,,
2000/6/9,2000,6,9,,15.5,,11,,13.3,,4.7,,0,,2.8,,0,,2.8,,0,,,,,
2000/6/10,2000,6,10,,19.3,,8.3,,13.8,,4.2,,0,,0,,0,,0,,0,,,,,
2000/6/11,2000,6,11,,15.6,,7,,11.3,,6.7,,0,,0.2,,0,,0.2,,0,,,,,
2000/6/12,2000,6,12,,14.5,,5.7,,10.1,,7.9,,0,,0,,0,,0,,0,,,,,
2000/6/13,2000,6,13,,16.2,,9.8,,13,,5,,0,,0,,0,,0,,0,,,,,
2000/6/14,2000,6,14,,18.3,,7.6,,13,,5,,0,,2.6,,0,,2.6,,0,,,,,
2000/6/15,2000,6,15,,10.6,,7.3,,9,,9,,0,,9.6,,0,,9.6,,0,,,,,
2000/6/16,2000,6,16,,11.5,,5.6,,8.6,,9.4,,0,,2.6,,0,,2.6,,0,,,,,
2000/6/17,2000,6,17,,14.8,,4.3,,9.6,,8.4,,0,,0.8,,0,,0.8,,0,,,,,
2000/6/18,2000,6,18,,22.7,,6.6,,14.7,,3.3,,0,,0,,0,,0,,0,,,,,
2000/6/19,2000,6,19,,17.3,,9.7,,13.5,,4.5,,0,,0,,0,,0,,0,,,,,
2000/6/20,2000,6,20,,17.1,,6.9,,12,,6,,0,,0,,0,,0,,0,,,,,
2000/6/21,2000,6,21,,21,,6.4,,13.7,,4.3,,0,,2.4,,0,,2.4,,0,,,,,
2000/6/22,2000,6,22,,18.1,,9.8,,14,,4,,0,,1,,0,,1,,0,,,,,
2000/6/23,2000,6,23,,18.1,,8.9,,13.5,,4.5,,0,,4.6,,0,,4.6,,0,,,,,
2000/6/24,2000,6,24,,18.1,,9.4,,13.8,,4.2,,0,,1.8,,0,,1.8,,0,,,,,
2000/6/25,2000,6,25,,18.1,,8.2,,13.2,,4.8,,0,,0.2,,0,,0.2,,0,,,,,
2000/6/26,2000,6,26,,15.2,,8.7,,12,,6,,0,,0,,0,,0,,0,,,,,
2000/6/27,2000,6,27,,18.7,,6.8,,12.8,,5.2,,0,,0,,0,,0,,0,,,,,
2000/6/28,2000,6,28,,23,,10,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
2000/6/29,2000,6,29,,25.4,,12.6,,19,,0,,1,,0,,0,,0,,0,,,,,
2000/6/30,2000,6,30,,27.8,,10.8,,19.3,,0,,1.3,,0,,0,,0,,0,,,,,
2000/7/1,2000,7,1,,26.3,,14.8,,20.6,,0,,2.6,,0.6,,0,,0.6,,0,,,,,
2000/7/2,2000,7,2,,24.8,,12.2,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
2000/7/3,2000,7,3,,21.4,,12.1,,16.8,,1.2,,0,,50,,0,,50,,0,,,,,
2000/7/4,2000,7,4,,20.3,,8.3,,14.3,,3.7,,0,,0,,0,,0,,0,,,,,
2000/7/5,2000,7,5,,20.7,,6.2,,13.5,,4.5,,0,,1.8,,0,,1.8,,0,,,,,
2000/7/6,2000,7,6,,19,,11.1,,15.1,,2.9,,0,,8.8,,0,,8.8,,0,,,,,
2000/7/7,2000,7,7,,22.6,,8.3,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
2000/7/8,2000,7,8,,25.2,,9.1,,17.2,,0.8,,0,,0,,0,,0,,0,,,,,
2000/7/9,2000,7,9,,20.9,,12,,16.5,,1.5,,0,,6.6,,0,,6.6,,0,,,,,
2000/7/10,2000,7,10,,23.7,,11.8,,17.8,,0.2,,0,,0.2,,0,,0.2,,0,,,,,
2000/7/11,2000,7,11,,24,,9.3,,16.7,,1.3,,0,,0,,0,,0,,0,,,,,
2000/7/12,2000,7,12,,28.2,,10.8,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
2000/7/13,2000,7,13,,31.4,,12.8,,22.1,,0,,4.1,,1.4,,0,,1.4,,0,,,,,
2000/7/14,2000,7,14,,29.1,,17.1,,23.1,,0,,5.1,,7.8,,0,,7.8,,0,,,,,
2000/7/15,2000,7,15,,19.7,,12.1,,15.9,,2.1,,0,,0,,0,,0,,0,,,,,
2000/7/16,2000,7,16,,21,,9.5,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
2000/7/17,2000,7,17,,21.3,,10,,15.7,,2.3,,0,,0,,0,,0,,0,,,,,
2000/7/18,2000,7,18,,22.6,,11.8,,17.2,,0.8,,0,,1.6,,0,,1.6,,0,,,,,
2000/7/19,2000,7,19,,21.5,,11.7,,16.6,,1.4,,0,,0.2,,0,,0.2,,0,,,,,
2000/7/20,2000,7,20,,24,,10.9,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
2000/7/21,2000,7,21,,25.5,,12,,18.8,,0,,0.8,,12.2,,0,,12.2,,0,,,,,
2000/7/22,2000,7,22,,27.7,,12.8,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
2000/7/23,2000,7,23,,29.6,,15,,22.3,,0,,4.3,,0,,0,,0,,0,,,,,
2000/7/24,2000,7,24,,20.1,,10.3,,15.2,,2.8,,0,,0,,0,,0,,0,,,,,
2000/7/25,2000,7,25,,24.3,,11,,17.7,,0.3,,0,,1,,0,,1,,0,,,,,
2000/7/26,2000,7,26,,29.8,,15.5,,22.7,,0,,4.7,,0,,0,,0,,0,,,,,
2000/7/27,2000,7,27,,30,,17,,23.5,,0,,5.5,,0.4,,0,,0.4,,0,,,,,
2000/7/28,2000,7,28,,30.7,,15.5,,23.1,,0,,5.1,,0,,0,,0,,0,,,,,
2000/7/29,2000,7,29,,30.4,,13.6,,22,,0,,4,,0,,0,,0,,0,,,,,
2000/7/30,2000,7,30,,32.6,,17.1,,24.9,,0,,6.9,,0,,0,,0,,0,,,,,
2000/7/31,2000,7,31,,25.7,,17.1,,21.4,,0,,3.4,,0,,0,,0,,0,,,,,
2000/8/1,2000,8,1,,31.7,,17.2,,24.5,,0,,6.5,,0,,0,,0,,0,,,,,
2000/8/2,2000,8,2,,22.8,,13.7,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
2000/8/3,2000,8,3,,28.5,,13,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
2000/8/4,2000,8,4,,24.1,,14.1,,19.1,,0,,1.1,,8.6,,0,,8.6,,0,,,,,
2000/8/5,2000,8,5,,23.4,,11.6,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
2000/8/6,2000,8,6,,29,,11.7,,20.4,,0,,2.4,,0,,0,,0,,0,,,,,
2000/8/7,2000,8,7,,22,,11.3,,16.7,,1.3,,0,,0,,0,,0,,0,,,,,
2000/8/8,2000,8,8,,26.1,,12.4,,19.3,,0,,1.3,,1,,0,,1,,0,,,,,
2000/8/9,2000,8,9,,32.6,,13.7,,23.2,,0,,5.2,,0,,0,,0,,0,,,,,
2000/8/10,2000,8,10,,32.3,,20.3,,26.3,,0,,8.3,,0,,0,,0,,0,,,,,
2000/8/11,2000,8,11,,23,,11,,17,,1,,0,,0.4,,0,,0.4,,0,,,,,
