Station Name,EASTEND CYPRESS (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,49.44,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-108.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1079.6,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,4032322,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71131,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEH,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2016/8/3,2016,8,3,,20.1,,10.3,,15.2,,2.8,,0,,,M,,M,4.7,,,,27,,63,
2016/8/4,2016,8,4,,,M,9.7,E,,M,,M,,M,,M,,M,,M,,,30,,37,
2016/8/5,2016,8,5,,26.1,,11.1,,18.6,,0,,0.6,,,M,,M,0,,,,7,,33,
2016/8/6,2016,8,6,,21.9,,12.6,,17.3,,0.7,,0,,,M,,M,0,,,,9,,39,
2016/8/7,2016,8,7,,27,,14.4,,20.7,,0,,2.7,,,M,,M,3.2,,,,18,,56,
2016/8/8,2016,8,8,,23.9,,9.8,,16.9,,1.1,,0,,,M,,M,0,,,,28,,46,
2016/8/9,2016,8,9,,24.1,,9.5,,16.8,,1.2,,0,,,M,,M,20.8,,,,31,,65,
2016/8/10,2016,8,10,,20.7,,11.1,,15.9,,2.1,,0,,,M,,M,1.1,,,,24,,54,
2016/8/11,2016,8,11,,22.9,,11.1,,17,,1,,0,,,M,,M,0,,,,29,,44,
2016/8/12,2016,8,12,,22.6,,10.3,,16.5,,1.5,,0,,,M,,M,0,,,,30,,44,
2016/8/13,2016,8,13,,25.7,,8.7,,17.2,,0.8,,0,,,M,,M,0,,,,25,,37,
2016/8/14,2016,8,14,,27.9,,13.2,,20.6,,0,,2.6,,,M,,M,0,,,,34,,32,
2016/8/15,2016,8,15,,27.9,,13.1,,20.5,,0,,2.5,,,M,,M,0,,,,,,<31,
2016/8/16,2016,8,16,,30.1,,14.3,,22.2,,0,,4.2,,,M,,M,0,,,,,,<31,
2016/8/17,2016,8,17,,26.5,,14.7,,20.6,,0,,2.6,,,M,,M,0,,,,1,,46,
2016/8/18,2016,8,18,,19.3,,8.9,,14.1,,3.9,,0,,,M,,M,0,,,,32,,50,
2016/8/19,2016,8,19,,18.3,,6.4,,12.4,,5.6,,0,,,M,,M,0,,,,32,,37,
2016/8/20,2016,8,20,,24.5,,5.8,,15.2,,2.8,,0,,,M,,M,0,,,,31,,32,
2016/8/21,2016,8,21,,30.6,,9.5,,20.1,,0,,2.1,,,M,,M,0.3,,,,23,,44,
2016/8/22,2016,8,22,,26.5,,7.5,,17,,1,,0,,,M,,M,0,,,,26,,54,
2016/8/23,2016,8,23,,17,,5.6,,11.3,,6.7,,0,,,M,,M,2.6,,,,28,,65,
2016/8/24,2016,8,24,,13.7,,6.5,,10.1,,7.9,,0,,,M,,M,1.5,,,,32,,69,
2016/8/25,2016,8,25,,18.6,,5.5,,12.1,,5.9,,0,,,M,,M,0,,,,29,,35,
2016/8/26,2016,8,26,,18.9,,7.7,,13.3,,4.7,,0,,,M,,M,0,,,,22,,32,
2016/8/27,2016,8,27,,27.8,,7.1,,17.5,,0.5,,0,,,M,,M,0,,,,22,,46,
2016/8/28,2016,8,28,,19.7,,7.3,,13.5,,4.5,,0,,,M,,M,0,,,,33,,44,
2016/8/29,2016,8,29,,25.2,,5.3,,15.3,,2.7,,0,,,M,,M,0,,,,17,,37,
2016/8/30,2016,8,30,,29.5,,14,,21.8,,0,,3.8,,,M,,M,0,,,,33,,59,
2016/8/31,2016,8,31,,30.5,,15.4,,23,,0,,5,,,M,,M,0,,,,9,,48,
2016/9/1,2016,9,1,,30.7,,15.8,,23.3,,0,,5.3,,,M,,M,0,,,,16,,35,
2016/9/2,2016,9,2,,24.5,,12.6,,18.6,,0,,0.6,,,M,,M,0,,,,33,,46,
2016/9/3,2016,9,3,,21.2,,6.1,,13.7,,4.3,,0,,,M,,M,0,,,,28,,41,
2016/9/4,2016,9,4,,12.6,,6.4,,9.5,,8.5,,0,,,M,,M,0,,,,4,,39,
2016/9/5,2016,9,5,,11.1,,3.3,,7.2,,10.8,,0,,,M,,M,0,,,,,,<31,
2016/9/6,2016,9,6,,19.4,,1.5,,10.5,,7.5,,0,,,M,,M,0.5,,,,23,,43,
2016/9/7,2016,9,7,,19,,7.2,,13.1,,4.9,,0,,,M,,M,0.2,,,,29,,50,
2016/9/8,2016,9,8,,17.2,,5.1,,11.2,,6.8,,0,,,M,,M,5.6,,,,31,,80,
2016/9/9,2016,9,9,,16.8,,6.1,,11.5,,6.5,,0,,,M,,M,1.5,,,,30,,43,
2016/9/10,2016,9,10,,23.3,,3.5,,13.4,,4.6,,0,,,M,,M,0.2,,,,25,,46,
2016/9/11,2016,9,11,,11.9,,3.6,,7.8,,10.2,,0,,,M,,M,3.4,,,,35,,43,
2016/9/12,2016,9,12,,7.1,,1.4,,4.3,,13.7,,0,,,M,,M,0.2,,,,3,,59,
2016/9/13,2016,9,13,,14.6,,-2.3,,6.2,,11.8,,0,,,M,,M,0,,,,18,,37,
2016/9/14,2016,9,14,,20.3,,-1.9,,9.2,,8.8,,0,,,M,,M,0,,,,,,<31,
2016/9/15,2016,9,15,,22.8,,4.3,,13.6,,4.4,,0,,,M,,M,0,,,,4,,32,
2016/9/16,2016,9,16,,24.9,,8,,16.5,,1.5,,0,,,M,,M,0,,,,24,,35,
2016/9/17,2016,9,17,,23.8,,6.5,,15.2,,2.8,,0,,,M,,M,0,,,,28,,61,
2016/9/18,2016,9,18,,17.5,,2.4,,10,,8,,0,,,M,,M,0,,,,29,,69,
2016/9/19,2016,9,19,,18.1,,1.4,,9.8,,8.2,,0,,,M,,M,0,,,,29,,46,
2016/9/20,2016,9,20,,17.7,,2.7,,10.2,,7.8,,0,,,M,,M,0,,,,,,<31,
2016/9/21,2016,9,21,,15.4,,5.8,,10.6,,7.4,,0,,,M,,M,0,,,,24,,35,
2016/9/22,2016,9,22,,8.3,,6.2,,7.3,,10.7,,0,,,M,,M,26.3,,,,11,,54,
2016/9/23,2016,9,23,,10.1,,5.9,,8,,10,,0,,,M,,M,3.1,,,,11,,43,
2016/9/24,2016,9,24,,13.8,,0.9,,7.4,,10.6,,0,,,M,,M,0,,,,32,,67,
2016/9/25,2016,9,25,,17.5,,1,,9.3,,8.7,,0,,,M,,M,0,,,,25,,33,
2016/9/26,2016,9,26,,20.4,,3.5,,12,,6,,0,,,M,,M,0,,,,,,<31,
2016/9/27,2016,9,27,,28.4,,6.1,,17.3,,0.7,,0,,,M,,M,0,,,,1,,65,
2016/9/28,2016,9,28,,18,,6.6,,12.3,,5.7,,0,,,M,,M,0,,,,1,,52,
2016/9/29,2016,9,29,,23.7,,8.2,,16,,2,,0,,,M,,M,0,,,,,,<31,
2016/9/30,2016,9,30,,24.4,,8.6,,16.5,,1.5,,0,,,M,,M,0,,,,33,,33,
2016/10/1,2016,10,1,,25.5,,10.2,,17.9,,0.1,,0,,,M,,M,7.5,,,,25,,50,
2016/10/2,2016,10,2,,16.7,,2.4,,9.6,,8.4,,0,,,M,,M,3.4,,,,30,,32,
2016/10/3,2016,10,3,,7.9,,3.5,,5.7,,12.3,,0,,,M,,M,12.1,,,,1,,61,
2016/10/4,2016,10,4,,3.5,,-0.9,,1.3,,16.7,,0,,,M,,M,18.1,,,,2,,82,
2016/10/5,2016,10,5,,-0.9,,-2.9,,-1.9,,19.9,,0,,,M,,M,1.1,,9,,32,,57,
2016/10/6,2016,10,6,,-2.6,,-3.5,,-3.1,,21.1,,0,,,M,,M,0,,5,,31,,44,
2016/10/7,2016,10,7,,-0.6,,-9.3,,-5,,23,,0,,,M,,M,6.4,,3,,11,,35,
2016/10/8,2016,10,8,,4.2,,-2.9,,0.7,,17.3,,0,,,M,,M,0.2,,4,,,,<31,
2016/10/9,2016,10,9,,11.7,,-2.1,,4.8,,13.2,,0,,,M,,M,0.2,,,,32,,61,
2016/10/10,2016,10,10,,-1.9,,-5.4,,-3.7,,21.7,,0,,,M,,M,7.7,,,,4,,41,
2016/10/11,2016,10,11,,-3.1,,-9.9,,-6.5,,24.5,,0,,,M,,M,0,,8,,,,<31,
2016/10/12,2016,10,12,,-2,,-12.9,,-7.5,,25.5,,0,,,M,,M,0.2,,4,,,,<31,
2016/10/13,2016,10,13,,,M,-7.8,E,,M,,M,,M,,M,,M,,M,2,,,,<31,
2016/10/14,2016,10,14,,12.6,,1.1,,6.9,,11.1,,0,,,M,,M,0,,0,T,25,,61,
2016/10/15,2016,10,15,,14.7,,1,,7.9,,10.1,,0,,,M,,M,0,,,,24,,63,
2016/10/16,2016,10,16,,14.4,,1.3,,7.9,,10.1,,0,,,M,,M,0,,,,26,,69,
2016/10/17,2016,10,17,,11.3,,-1.6,,4.9,,13.1,,0,,,M,,M,0.2,,,,,,<31,
2016/10/18,2016,10,18,,4.4,,-1.4,,1.5,,16.5,,0,,,M,,M,0.9,,,,32,,33,
2016/10/19,2016,10,19,,7.2,,-0.5,,3.4,,14.6,,0,,,M,,M,1,,,,,,<31,
2016/10/20,2016,10,20,,11.6,,-3.3,,4.2,,13.8,,0,,,M,,M,0.4,,,,21,,46,
2016/10/21,2016,10,21,,13.2,,0.2,,6.7,,11.3,,0,,,M,,M,0.8,,,,30,,39,
2016/10/22,2016,10,22,,11.2,,-0.5,,5.4,,12.6,,0,,,M,,M,10.2,,,,29,,48,
2016/10/23,2016,10,23,,11,,-2.8,,4.1,,13.9,,0,,,M,,M,0.2,,,,13,,37,
2016/10/24,2016,10,24,,12.8,,-0.1,,6.4,,11.6,,0,,,M,,M,0,,,,11,,32,
2016/10/25,2016,10,25,,13,,1.9,,7.5,,10.5,,0,,,M,,M,0.7,,,,24,,32,
2016/10/26,2016,10,26,,12.9,,0.9,,6.9,,11.1,,0,,,M,,M,1,,,,29,,32,
2016/10/27,2016,10,27,,15.2,,5.3,,10.3,,7.7,,0,,,M,,M,0.8,,,,31,,44,
2016/10/28,2016,10,28,,8.1,,1.5,,4.8,,13.2,,0,,,M,,M,0.2,,,,33,,33,
2016/10/29,2016,10,29,,4.4,,-0.3,,2.1,,15.9,,0,,,M,,M,0,,,,14,,32,
2016/10/30,2016,10,30,,12.7,,-0.5,,6.1,,11.9,,0,,,M,,M,1.2,,,,24,,33,
2016/10/31,2016,10,31,,5.1,,2,,3.6,,14.4,,0,,,M,,M,15.6,,,,8,,35,
2016/11/1,2016,11,1,,9.3,,-1,,4.2,,13.8,,0,,,M,,M,1.2,,,,26,,37,
2016/11/2,2016,11,2,,11.8,,-1.3,,5.3,,12.7,,0,,,M,,M,0.3,,,,25,,52,
2016/11/3,2016,11,3,,15.8,,1.5,,8.7,,9.3,,0,,,M,,M,0,,,,25,,50,
2016/11/4,2016,11,4,,15.2,,2.1,,8.7,,9.3,,0,,,M,,M,0,,,,,,<31,
2016/11/5,2016,11,5,,15.7,,0.4,,8.1,,9.9,,0,,,M,,M,1,,,,24,,33,
2016/11/6,2016,11,6,,13.7,,2.1,,7.9,,10.1,,0,,,M,,M,0.3,,,,27,,52,
2016/11/7,2016,11,7,,10.8,,-3.3,,3.8,,14.2,,0,,,M,,M,0,,,,29,,37,
2016/11/8,2016,11,8,,13.9,,1.6,,7.8,,10.2,,0,,,M,,M,0,,,,23,,35,
2016/11/9,2016,11,9,,19.3,,4,,11.7,,6.3,,0,,,M,,M,0,,,,30,,41,
2016/11/10,2016,11,10,,12.4,,1.8,,7.1,,10.9,,0,,,M,,M,0,,,,34,,48,
2016/11/11,2016,11,11,,14.4,,0.5,,7.5,,10.5,,0,,,M,,M,0,,,,22,,39,
2016/11/12,2016,11,12,,15.4,,3,,9.2,,8.8,,0,,,M,,M,0,,,,26,,56,
2016/11/13,2016,11,13,,13.3,,2.5,,7.9,,10.1,,0,,,M,,M,0.2,,,,25,,44,
2016/11/14,2016,11,14,,10.6,,1,,5.8,,12.2,,0,,,M,,M,0.7,,,,25,,50,
2016/11/15,2016,11,15,,5.8,,-2.9,,1.5,,16.5,,0,,,M,,M,11.4,,,,14,,41,
2016/11/16,2016,11,16,,3.4,,-4.4,,-0.5,,18.5,,0,,,M,,M,0,,,,30,,50,
2016/11/17,2016,11,17,,0.9,,-4.9,,-2,,20,,0,,,M,,M,0.9,,,,,,<31,
2016/11/18,2016,11,18,,-3.2,,-7.6,,-5.4,,23.4,,0,,,M,,M,0,,0,T,,,<31,
2016/11/19,2016,11,19,,0.3,,-5.6,,-2.7,,20.7,,0,,,M,,M,0,,0,T,14,,37,
2016/11/20,2016,11,20,,7.9,,-5.6,,1.2,,16.8,,0,,,M,,M,0,,0,T,,,<31,
2016/11/21,2016,11,21,,8.7,,-1.6,,3.6,,14.4,,0,,,M,,M,0,,0,T,23,,37,
2016/11/22,2016,11,22,,6.1,,-5.6,,0.3,,17.7,,0,,,M,,M,0,,0,T,,,<31,
2016/11/23,2016,11,23,,-0.8,,-7.3,,-4.1,,22.1,,0,,,M,,M,0,,0,T,,,<31,
2016/11/24,2016,11,24,,4.8,,-5.5,,-0.4,,18.4,,0,,,M,,M,0.2,,0,T,25,,43,
2016/11/25,2016,11,25,,6.8,,-3.9,,1.5,,16.5,,0,,,M,,M,0,,0,T,23,,43,
2016/11/26,2016,11,26,,8.6,,-5,,1.8,,16.2,,0,,,M,,M,0,,0,T,16,,35,
2016/11/27,2016,11,27,,9.4,,-4,,2.7,,15.3,,0,,,M,,M,0,,0,T,30,,52,
2016/11/28,2016,11,28,,-1,,-7.2,,-4.1,,22.1,,0,,,M,,M,0,,0,T,31,,65,
2016/11/29,2016,11,29,,-5,,-8.4,,-6.7,,24.7,,0,,,M,,M,0,,0,T,33,,59,
2016/11/30,2016,11,30,,-5.7,,-10.7,,-8.2,,26.2,,0,,,M,,M,0,,0,T,1,,32,
2016/12/1,2016,12,1,,-1.9,,-10.1,,-6,,24,,0,,,M,,M,0.7,,1,,32,,32,
2016/12/2,2016,12,2,,-1.1,,-12.9,,-7,,25,,0,,,M,,M,0,,1,,23,,33,
2016/12/3,2016,12,3,,2,,-6.5,,-2.3,,20.3,,0,,,M,,M,0,,1,,30,,57,
2016/12/4,2016,12,4,,-0.4,,-8.9,,-4.7,,22.7,,0,,,M,,M,2.2,,1,,1,,59,
2016/12/5,2016,12,5,,-7.8,,-19.7,,-13.8,,31.8,,0,,,M,,M,1.8,,6,,31,,69,
2016/12/6,2016,12,6,,-19.7,,-22.2,,-21,,39,,0,,,M,,M,0.2,,7,,31,,59,
2016/12/7,2016,12,7,,-21.2,,-23,,-22.1,,40.1,,0,,,M,,M,0.2,,8,,32,,65,
2016/12/8,2016,12,8,,-19.6,,-26.3,,-23,,41,,0,,,M,,M,0,,8,,,,<31,
2016/12/9,2016,12,9,,-19.4,,-23.3,,-21.4,,39.4,,0,,,M,,M,0.2,,8,,,,<31,
2016/12/10,2016,12,10,,-16.6,,-21,,-18.8,,36.8,,0,,,M,,M,4.9,,7,,10,,35,
2016/12/11,2016,12,11,,-19,,-26,,-22.5,,40.5,,0,,,M,,M,0.8,,15,,32,,35,
2016/12/12,2016,12,12,,-16.2,,-24,,-20.1,,38.1,,0,,,M,,M,0.2,,21,,28,,50,
2016/12/13,2016,12,13,,-14.3,,-20.2,,-17.3,,35.3,,0,,,M,,M,0,,22,,31,,61,
2016/12/14,2016,12,14,,-13.5,,-24.6,,-19.1,,37.1,,0,,,M,,M,0,,24,,,,<31,
2016/12/15,2016,12,15,,-10.3,,-21.4,,-15.9,,33.9,,0,,,M,,M,0,,24,,34,,41,
2016/12/16,2016,12,16,,-20.6,,-30.7,,-25.7,,43.7,,0,,,M,,M,0.4,,23,,1,,43,
2016/12/17,2016,12,17,,-19.7,,-31.8,,-25.8,,43.8,,0,,,M,,M,0,,23,,,,<31,
2016/12/18,2016,12,18,,-6.4,,-21.6,,-14,,32,,0,,,M,,M,0,,23,,27,,50,
2016/12/19,2016,12,19,,-2,,-9.8,,-5.9,,23.9,,0,,,M,,M,0,,23,,26,,67,
2016/12/20,2016,12,20,,1.2,,-9.4,,-4.1,,22.1,,0,,,M,,M,0.6,,22,,27,,83,
2016/12/21,2016,12,21,,-1,,-11.3,,-6.2,,24.2,,0,,,M,,M,0.2,,20,,29,,67,
2016/12/22,2016,12,22,,-0.8,,-9.4,,-5.1,,23.1,,0,,,M,,M,0,,20,,24,,43,
2016/12/23,2016,12,23,,-3.2,,-8.5,,-5.9,,23.9,,0,,,M,,M,0,,20,,8,,44,
2016/12/24,2016,12,24,,-7.2,,-16.3,,-11.8,,29.8,,0,,,M,,M,0,,20,,11,,44,
2016/12/25,2016,12,25,,-15.4,,-19.1,,-17.3,,35.3,,0,,,M,,M,1.2,,21,,,,<31,
2016/12/26,2016,12,26,,-12.2,,-21.6,,-16.9,,34.9,,0,,,M,,M,0,,22,,30,,33,
2016/12/27,2016,12,27,,-3.3,,-16.9,,-10.1,,28.1,,0,,,M,,M,0,,22,,22,,48,
2016/12/28,2016,12,28,,-1.9,,-10.8,,-6.4,,24.4,,0,,,M,,M,0,,20,,30,,56,
2016/12/29,2016,12,29,,-3.5,,-14.8,,-9.2,,27.2,,0,,,M,,M,0,,20,,27,,37,
2016/12/30,2016,12,30,,-1.6,,-12.4,,-7,,25,,0,,,M,,M,0,,20,,31,,61,
2016/12/31,2016,12,31,,-3.3,,-14.5,,-8.9,,26.9,,0,,,M,,M,0,,20,,30,,56,
